0
YPF
SVW.AX
ONEM
SUMICHEM.NS
BVN
SPNT
XEKT.MC
RE
PLZL.ME
CSL
TME
6762.T
AMH
8421.T
2502.T
INDUSINDBK.NS
9101.T
TTC
TFX
ACM
AMUN.PA
CCL
8830.T
PCTY
TLX.DE
DHER.F
Q0F.SI
AKZA.AS
CRDA.L
600547.SS
BVI.PA
AVV.L
GDDY
5880.TW
0316.HK
SNN
DLF.NS
VIV
CPR.MI
TNABY
AXON
RS
LGLG.F
EBO.F
ABN.AS
STEAV.HE
1216.TW
BANKBARODA.NS
1050.SR
WTC.AX
GRAB
4151.T
5VD.F
C6L.SI
CPI.JO
600015.SS
SGRO.L
BAER.SW
601229.SS
4528.T
TECHM.NS
CON.DE
HINDALCO.NS
LW
BIM.PA
NN.AS
CPT
BAJAJ-AUTO.NS
ALFA.ST
PSNY
AFXA.F
BILL
NCM.AX
SJM
ITSA3.SA
OMV.F
AGR
NHY.OL
WSP.TO
COL.AX
012330.KS
4507.T
OWL
8725.T
600919.SS
HUBS
HST
TBVPF
RYAN
RNO.PA
2801.T
MTN
SHREECEM.NS
EMA.TO
SAP.TO
HEI.DE
BOL.ST
323410.KS
ICL
INDU-A.ST
2207.TW
BABWF
3407.T
EVK.DE
FGR.PA
LAMR
2007.HK
ZG
MORN
032830.KS
SNX
2587.T
7202.T
9143.T
HLE.F
KNX
LECO
NOV
LEGN
009155.KS
KESKOA.HE
STOR
GET.PA
VACN.SW
9503.T
ICICIPRULI.NS
SKF-B.ST
RNR
STJ.L
SEIC
AZRG.TA
034020.KS
AGL
SGFY
CHP-UN.TO
0384.HK
NNN
CELH
0017.HK
WF
3816.KL
9005.T
BAJAJHLDNG.NS
ABB.NS
MANH
ESLT
CU.TO
AKE.PA
OGE
SRF.NS
8697.T
G1A.F
OCDO.L
6488.TWO
N2IU.SI
PLNT
377300.KS
ALV
AMKR
ITT
CANBK.NS
KOG.OL
MEDP
CTC.TO
9042.T
SBS
TWE.AX
CHOLAFIN.NS
6479.T
1590.TW
WWE
CHH
ADC
TXRH
6415.TW
G07.SI
MKSI
ISDAY
XM
1128.HK
LODHA.NS
HDG.AS
CTEC.L
MAP.MC
BOSCHLTD.NS
2801.TW
EDR
NTNX
BEAN.SW
OSK
9041.T
CAR-UN.TO
3037.TW
DOOO
ALGM
DOCS
APLS
VALMT.HE
IEL.AX
SRC
PHI
SON
1812.T
PEO.WA
IONS
WOR.AX
FTI
QDEL
AC.TO
CPF.BK
RCM
4250.SR
2633.TW
086280.KS
GTLS
